numerical_id,idiom,idiom_literal_translation,idiomatic_meaning,idiomatic_meaning_translation,familiarity,sd_familiarity,n_familiarity,knowledge,sd_knowledge,n_knowledge,knowledge_%,decomposability,n_decomposability,literality,sd_literality,n_literality,predictability_%,n_predictability,valence,sd_valence,n_valence,arousal,sd_arousal,n_arousal,length_in_letters,length_in_words
1016,Ser tonto de capirote,To be a fool of conical headwear,Ser muy tonto,Being very foolish,2.0714285714285716,1.864,28,4.052631578947368,2.697,19,57.89473684210527,0.5714285714285714,21,2.25,1.913,12,5.0,20,1.9230769230769231,0.954,13,2.380952380952381,1.658,21,18,4
1017,Ser tonto del haba,To be a broad bean fool,Sumamente tonto,Extremely foolish,3.0,2.384,20,5.1,2.292,20,75.0,0.7333333333333333,30,1.95,1.099,20,0.0,18,1.4444444444444444,0.616,18,2.4782608695652173,1.31,23,15,4
1018,Ser tormenta de verano,To be a summer storm,Algo pasajero,Somewhat transient,1.9285714285714286,1.274,28,2.0526315789473686,1.779,19,5.263157894736842,0.5833333333333334,24,2.8823529411764706,2.118,17,20.0,20,2.727272727272727,1.104,11,4.043478260869565,1.718,23,19,4
1019,Ser transparente,To be transparent,Se muestra tal como es,Shows itself as it is,5.285714285714286,1.793,21,6.222222222222222,0.943,18,83.33333333333334,0.8260869565217391,23,3.45,2.395,20,0.0,19,5.884615384615385,1.177,26,4.095238095238095,2.022,21,15,2
1020,Ser un aguafiestas,To be a party pooper,Que estropea la diversión o momento de alegría,Spoiling the fun or moment of joy,5.903225806451613,1.399,31,6.523809523809524,0.873,21,95.23809523809523,0.88,25,2.727272727272727,2.004,22,0.34782608695652173,19,1.7142857142857142,0.784,21,2.619047619047619,1.627,21,16,3
1021,Ser un ángel,To be an angel,Ser bondadoso,Being good-natured,5.681818181818182,1.81,22,6.363636363636363,1.62,22,95.45454545454545,1.0,25,4.777777777777778,1.987,18,0.17391304347826086,19,6.96,0.2,25,4.444444444444445,2.006,27,10,3
1022,Ser un as ,To be an ace ,Alguien que sobresale en algo,Someone who excels at something,4.666666666666667,1.949,24,6.684210526315789,0.82,19,94.73684210526315,0.5217391304347826,23,2.090909090909091,1.797,22,1.2173913043478262,19,6.642857142857143,0.678,28,5.6,1.635,20,7,4
1023,Ser un barril de pólvora,To be a powder keg,Situación tensa y conflictiva,Tense and conflictive situation,1.9047619047619047,1.868,21,3.5555555555555554,2.064,18,77.77777777777779,0.3,30,4.157894736842105,2.218,19,5.555555555555555,18,2.32,1.069,25,5.222222222222222,1.801,18,20,5
1024,Ser un bocazas,To be a loudmouth,Hablar más de la cuenta,Talking too much,6.548387096774194,1.091,31,6.571428571428571,0.676,21,100.0,0.8695652173913043,23,3.8636363636363638,2.077,22,0.17391304347826086,19,1.7142857142857142,0.644,21,3.090909090909091,1.875,22,12,3
1025,Ser un buen pájaro,Being a good bird,Pícaro,Naughty,2.9047619047619047,1.758,21,4.8,2.426,15,73.33333333333333,0.08695652173913043,23,3.5714285714285716,2.657,21,0.0,23,4.894736842105263,1.197,19,4.545454545454546,1.44,11,15,4
1026,Ser un buen partido,To be a good catch,Casadero con buena posición,Marriageable with good position,6.590909090909091,0.734,22,6.5,0.74,22,90.9090909090909,0.375,24,4.055555555555555,2.014,18,0.0,19,6.32,0.852,25,5.296296296296297,1.793,27,16,4
1027,Ser un buitre,To be a vulture,Persona que se aprovecha de la desgracia de otro,Person who takes advantage of someone else's misfortune,4.67741935483871,1.815,31,5.666666666666667,1.426,21,80.95238095238095,0.8260869565217391,23,4.545454545454546,2.041,22,0.0,19,2.0,1.835,20,3.3636363636363638,1.84,22,11,3
1028,Ser un calavera,To be a skull,"Juerguista, irresponsable","Reveler, irresponsible",1.9523809523809523,0.865,21,2.933333333333333,2.052,15,26.666666666666668,0.047619047619047616,21,3.3684210526315788,1.978,19,0.0,19,2.1176470588235294,1.111,17,2.25,1.215,12,13,3
1029,Ser un calzonazos,To be a henpecker,Se deja gobernar por su pareja,Let himself be ruled by his partner,5.833333333333333,1.555,30,6.285714285714286,1.384,21,90.47619047619048,0.21428571428571427,28,1.85,1.309,20,0.34782608695652173,19,1.9285714285714286,0.979,28,2.5172413793103448,1.573,29,15,3
1030,Ser un camino de baches,To be a bumpy road,Encontrar muchas dificultades,Encountering many difficulties,3.0,1.642,24,4.2631578947368425,2.232,19,73.68421052631578,0.6956521739130435,23,3.8181818181818183,2.63,22,0.0,21,2.0384615384615383,0.72,26,3.0,1.717,20,19,5
1031,Ser un cero a la izquierda,To be a zero to the left,Persona a la que no se tiene en cuenta,Person who is not taken into account,5.321428571428571,1.906,28,6.7368421052631575,0.562,19,94.73684210526315,0.5,24,2.9473684210526314,2.041,19,85.0,20,1.105263157894737,0.315,19,2.24,1.715,25,21,6
1032,Ser un chorizo,To be a crook,Ladrón,Thief,5.466666666666667,2.097,30,6.095238095238095,1.921,21,85.71428571428571,0.13043478260869565,23,1.65,1.089,20,0.0,19,1.2222222222222223,0.506,27,4.068965517241379,2.313,29,12,3
1033,Ser un chupatintas,To be a pencil pusher,Oficinista de poca categoría,Lowly clerk,2.65,1.843,20,2.55,2.139,20,25.0,0.20833333333333334,24,3.6818181818181817,2.079,22,0.0,19,1.75,0.622,12,3.111111111111111,1.641,18,16,3
1034,Ser un demonio,To be a demon,"Perverso, travieso, malo","Perverse, mischievous, evil",5.190476190476191,1.692,21,6.666666666666667,0.617,15,93.33333333333333,1.0,25,3.2857142857142856,2.369,21,0.0,19,1.7142857142857142,1.301,28,4.956521739130435,1.77,23,12,3
1035,Ser un disco rallado,To be a broken record,Repetir lo mismo una y otra vez,Repeating the same thing over and over again,4.809523809523809,1.834,21,6.277777777777778,0.958,18,100.0,0.8571428571428571,21,4.05,1.905,20,50.0,20,1.9615384615384615,0.72,26,2.8095238095238093,1.887,21,17,4
1036,Ser un fantasma,To be a ghost,Persona vana y presuntuosa,Vain and presumptuous person,5.285714285714286,1.607,28,5.473684210526316,1.806,19,57.89473684210527,0.39285714285714285,28,3.8947368421052633,2.331,19,0.6956521739130435,19,2.111111111111111,1.278,18,2.4615384615384617,1.655,26,13,3
1037,Ser un gallina,To be a chicken,Ser cobarde,To be cowardly,5.64,1.35,25,6.095238095238095,1.947,21,90.47619047619048,0.21739130434782608,23,2.8333333333333335,2.014,24,0.5217391304347827,19,1.8636363636363635,0.889,22,3.3333333333333335,1.683,21,12,3
1038,Ser un gallito,To be a cockerel,Presuntuoso o jactancioso,Presumptuous or boastful,4.333333333333333,1.653,21,5.666666666666667,1.572,18,77.77777777777779,0.56,25,3.45,2.089,20,0.0,19,2.576923076923077,1.362,26,4.0,2.074,21,12,3
1039,Ser un globo sonda,To be a probe balloon,Noticia que se difunde para ver qué reacción produce,News that is spread to see what reaction it produces,1.5714285714285714,1.434,21,1.8888888888888888,1.491,18,5.555555555555555,0.043478260869565216,23,3.0,1.871,13,0.0,19,3.227272727272727,1.152,22,2.25,1.488,8,15,4
1040,Ser un hacha,To be an axe,Sobresalir en algo,To excel in something,4.857142857142857,1.824,21,5.388888888888889,2.253,18,83.33333333333334,0.08,25,2.9,1.832,20,0.6956521739130435,19,6.423076923076923,1.102,26,5.428571428571429,1.72,21,10,3
1041,Ser un hijo de papá,To be a daddy's boy,Persona bien situada no por méritos propios,Person well placed not by his own merits,6.041666666666667,1.367,24,6.7368421052631575,0.452,19,100.0,0.5,24,6.090909090909091,1.444,22,11.11111111111111,18,2.730769230769231,1.116,26,2.1,1.21,20,15,5
1042,Ser un hueso duro de roer,To be a hard bone to gnaw,Persona difícil de convencer,Person who is difficult to convince,4.607142857142857,1.853,28,6.157894736842105,1.119,19,94.73684210526315,0.5,24,4.631578947368421,2.216,19,85.0,20,3.8333333333333335,1.855,18,3.52,1.661,25,20,6
1043,Ser un libro abierto,To be an open book,Persona que se muestra tal y como es,Person who shows him/herself as he/she is,6.208333333333333,0.833,24,6.7368421052631575,0.452,19,84.21052631578947,0.6086956521739131,23,2.727272727272727,1.856,22,86.95652173913044,23,4.964285714285714,1.261,28,4.65,1.348,20,17,4
1044,Ser un lince,To be a lynx,Persona astuta,Cunning person,4.52,1.558,25,6.428571428571429,1.326,21,85.71428571428571,0.6956521739130435,23,3.5416666666666665,1.978,24,0.6956521739130435,19,6.428571428571429,0.811,21,5.095238095238095,1.48,21,10,3
1045,Ser un lobo con piel de cordero,To be a wolf in sheep's clothing,Parece inofensivo per es peligroso,Seems harmless but is dangerous,3.8636363636363638,1.983,22,5.181818181818182,2.281,22,77.27272727272727,0.782608695652174,23,2.7222222222222223,1.526,18,15.789473684210526,19,1.8571428571428572,1.014,21,3.52,1.661,25,25,7
1046,Ser un lobo solitario,To be a lone wolf,Personalidad independiente y solitaria,Independent and solitary personality,4.3,1.932,30,5.666666666666667,1.653,21,95.23809523809523,0.782608695652174,23,3.4285714285714284,2.336,21,47.368421052631575,19,3.3448275862068964,1.261,29,3.413793103448276,1.701,29,18,4
1047,Ser un lumbreras,To be a genious,Ser muy listo,Being very clever,4.966666666666667,1.81,30,6.095238095238095,1.546,21,80.95238095238095,0.2608695652173913,23,2.3,1.922,20,0.17391304347826086,19,4.892857142857143,2.149,28,2.8518518518518516,1.748,27,14,3
1048,Ser un manazas,To be a clumsy,"Torpe, sin maña",Clumsy,4.333333333333333,2.244,21,5.95,2.164,20,80.0,0.4642857142857143,28,3.6818181818181817,2.169,22,0.0,19,2.3684210526315788,1.606,19,3.6842105263157894,1.635,19,12,3
1049,Ser un manirroto,To be a spendthrift,Gasta mucho y sin control,Spends a lot of money without control,2.0,1.0,21,2.7333333333333334,1.87,15,13.333333333333334,0.08695652173913043,23,4.0,2.483,13,0.0,19,2.235294117647059,1.147,17,3.0,2.449,7,14,3
1050,Ser un manitas,To be a handyman,Muy habilidoso,Very skillful,5.9,1.242,30,6.476190476190476,1.365,21,95.23809523809523,0.8260869565217391,23,3.55,2.544,20,0.17391304347826086,19,6.5,0.745,28,4.0344827586206895,2.129,29,12,3
1051,Ser un manojo de nervios,To be a bundle of nerves,Estar muy nervioso,Very nervous,5.333333333333333,1.461,21,6.6,0.737,15,100.0,0.9130434782608695,23,3.0476190476190474,2.269,21,50.0,20,2.357142857142857,0.826,28,5.7272727272727275,1.667,22,20,5
1052,Ser un muerto de hambre,To be a starving man,Con pocos recursos y en mala situación económica,With few resources and in bad economic situation,5.72,1.208,25,5.571428571428571,1.989,21,66.66666666666666,0.8695652173913043,23,4.083333333333333,2.104,24,73.91304347826086,23,1.4090909090909092,0.854,22,3.090909090909091,1.377,22,19,5
1053,Ser un niño de mamá,Being a mama's boy,Niño mimado,Spoiled child,6.032258064516129,1.278,31,6.666666666666667,0.483,21,100.0,0.7142857142857143,21,5.136363636363637,1.885,22,39.130434782608695,23,1.8571428571428572,0.793,21,2.1363636363636362,1.32,22,15,5
1054,Ser un palillo,Being a toothpick,Persona muy delgada,Very thin person,4.607142857142857,2.331,28,6.2631578947368425,1.727,19,89.47368421052632,0.9166666666666666,24,3.736842105263158,2.353,19,0.0,19,2.888888888888889,1.132,18,2.4583333333333335,0.932,24,12,3
1055,Ser un paso en la buena dirección,Being a step in the right direction,Un buen comienzo,A good start,3.037037037037037,1.698,27,3.857142857142857,2.242,21,52.38095238095239,0.8695652173913043,23,4.115384615384615,2.643,26,45.0,20,5.75,1.02,20,3.6842105263157894,1.6,19,27,7
1056,Ser un pato,To be a duck,Poco habilidoso,Poorly skilled,2.6666666666666665,2.033,21,3.4,2.414,15,60.0,0.45454545454545453,22,3.3333333333333335,2.657,18,0.0,19,2.5,0.964,22,2.1904761904761907,1.436,21,9,3
1057,Ser un pelma,To be a bore,"Molesto, difícil de soportar","Annoying, hard to bear",3.9047619047619047,1.786,21,4.833333333333333,2.065,18,77.77777777777779,0.125,24,3.3684210526315788,2.14,19,0.0,19,1.68,0.748,25,2.5238095238095237,1.75,21,10,3
1058,Ser un perro,To be a dog,Ser despreciable,Being despicable,5.190476190476191,1.99,21,5.888888888888889,1.906,18,55.55555555555556,0.17391304347826086,23,3.526315789473684,2.091,19,0.0,19,2.1538461538461537,1.377,26,3.2,1.989,20,10,3
1059,Ser un peso pesado,To be a heavyweight,Ser importante,Being important,4.238095238095238,1.895,21,5.555555555555555,1.917,18,72.22222222222221,0.4666666666666667,30,4.555555555555555,2.148,18,30.0,20,4.576923076923077,1.724,26,3.473684210526316,1.982,19,15,4
1060,Ser un petardo,To be a firecracker,Ser poco competente en su cometido,Not very competent in his or her task,4.52,1.735,25,5.380952380952381,2.291,21,66.66666666666666,0.13043478260869565,23,2.5652173913043477,1.754,23,0.0,19,2.227272727272727,1.27,22,3.9047619047619047,1.578,21,12,3
1061,Ser un pez gordo,To be a big fish,Persona de mucha importancia,Person of great importance,4.928571428571429,2.292,28,6.157894736842105,1.74,19,89.47368421052632,0.2857142857142857,21,3.6842105263157894,2.136,19,26.31578947368421,19,4.894736842105263,1.56,19,4.6923076923076925,1.85,26,13,4
1062,Ser un plomo,To be a lead,Ser muy molesto,Being very annoying,3.0,1.589,20,5.45,2.089,20,80.0,0.5714285714285714,28,3.3333333333333335,2.106,21,0.0,19,1.875,1.025,16,2.6363636363636362,1.733,22,10,3
1063,Ser un plumas,To be a feather,Rasgos femeninos en un hombre,Feminine traits in a man,2.25,1.669,28,1.263157894736842,1.147,19,0.0,0.07142857142857142,28,2.0,1.78,13,0.0,19,2.1,0.994,10,2.3333333333333335,1.047,15,11,3
1064,Ser un primer espada,To be a first sword,Que sobresale en alguna disciplina,Excelling in some discipline,1.1904761904761905,0.402,21,2.6666666666666665,2.289,15,40.0,0.2692307692307692,26,2.6666666666666665,2.146,12,0.0,19,3.6363636363636362,1.629,11,3.625,1.847,8,17,4
1065,Ser un pulpo,To be an octopus,Ser un sobón,Being a bully,2.4545454545454546,1.896,22,2.6818181818181817,2.495,22,18.181818181818183,0.34782608695652173,23,4.125,2.125,16,0.0,19,2.625,1.586,16,3.466666666666667,1.506,15,10,3
1066,Ser un rata,To be a rat,Tacaño,Stingy,6.590909090909091,0.796,22,6.636363636363637,0.79,22,95.45454545454545,0.15384615384615385,26,3.1666666666666665,2.203,18,0.5217391304347827,19,1.68,0.748,25,2.8518518518518516,1.854,27,9,3
1067,Ser un ratón de biblioteca,To be a bookrat,"Erudito, que lee mucho","Erudite, who reads a lot",3.607142857142857,2.132,28,6.315789473684211,1.003,19,100.0,0.4090909090909091,22,3.1578947368421053,2.035,19,28.57142857142857,21,4.071428571428571,1.385,14,2.44,0.961,25,22,5
1068,Ser un rollo,To be a roll,Aburrido/pesado,Boring/annoying,6.25,1.225,24,6.631578947368421,0.684,19,100.0,0.4782608695652174,23,2.590909090909091,2.175,22,0.0,19,1.8214285714285714,0.772,28,1.894736842105263,1.1,19,10,3
1069,Ser un saco de huesos,To be a bag of bones,Ser muy delgado,Being very thin,3.185185185185185,1.861,27,6.095238095238095,1.758,21,90.0,0.8695652173913043,23,2.7037037037037037,2.072,27,5.263157894736842,19,2.65,0.988,20,2.25,1.39,16,17,5
1070,Ser un soplo de aire fresco,To be a breath of fresh air,Refrescante o novedoso,Refreshing or novel,4.366666666666666,1.847,30,5.904761904761905,1.546,21,76.19047619047619,0.6666666666666666,24,3.15,2.346,20,69.56521739130434,23,6.172413793103448,1.104,29,5.037037037037037,1.87,27,22,6
1071,Ser un tipo duro,To be a tough guy,Hombre rudo,Rude man,6.2272727272727275,1.27,22,6.2272727272727275,1.51,22,100.0,0.8461538461538461,26,4.722222222222222,1.742,18,44.44444444444444,18,4.48,1.194,25,4.592592592592593,1.551,27,13,4
1072,Ser un trepa,To be a climber,Progresa sin merecerlo,Undeserving progress,4.888888888888889,2.1,27,3.619047619047619,2.085,21,33.33333333333333,0.043478260869565216,23,3.08,1.913,25,0.0,19,2.176470588235294,0.951,17,3.857142857142857,1.834,14,10,3
1073,Ser un trozo de pan,To be a piece of bread,De condición afable y bondadosa,Of affable and kindly condition,6.380952380952381,0.865,21,6.933333333333334,0.258,15,100.0,0.07692307692307693,26,2.5714285714285716,2.226,21,77.77777777777779,18,6.25,1.206,28,3.608695652173913,2.083,23,15,5
1074,Ser una balsa de aceite,To be a pool of oil,Algo muy tranquilo,Something very quiet,3.4444444444444446,1.717,27,3.142857142857143,2.707,21,28.57142857142857,0.125,24,2.619047619047619,1.717,21,31.57894736842105,19,5.666666666666667,1.751,6,2.6666666666666665,1.658,9,19,5
1075,Ser una causa perdida,To be a lost cause,Algo que difícilmente sucederá,Something that is unlikely to happen,5.523809523809524,1.47,21,6.533333333333333,0.743,15,100.0,0.6956521739130435,23,3.0476190476190474,2.312,21,64.70588235294117,17,1.5714285714285714,0.742,28,2.4782608695652173,1.729,23,18,4
1076,Ser una celestina,To be a matchmaker,Persona que media para que dos personas sean novios,A person who mediates for two people to become sweethearts,4.916666666666667,1.742,24,6.052631578947368,1.311,19,94.73684210526315,0.8260869565217391,23,3.8636363636363638,2.416,22,0.0,19,4.555555555555555,1.577,27,3.95,1.468,20,15,3
1077,Ser una falsa alarma,To be a false alarm,Riesgo o amenaza que no se confirma,Risk or threat that is not confirmed,5.36,1.68,25,5.523809523809524,2.421,21,76.19047619047619,0.8666666666666667,30,4.833333333333333,2.2,24,5.0,20,3.7222222222222223,1.227,18,3.761904761904762,1.67,21,17,4
1078,Ser una gota en el océano,To be a drop in the ocean,Insignificante,Insignificant,3.0,1.686,20,5.3,2.003,20,100.0,0.7083333333333334,24,4.3478260869565215,2.248,23,16.666666666666664,18,2.875,1.628,16,2.12,1.13,25,20,6
1079,Ser una lata,To be a can,Cosa que causa hastío y disgusto,Something that causes weariness and displeasure,3.9523809523809526,2.355,21,6.05,1.572,20,15.0,0.0,24,1.8695652173913044,1.792,23,0.0,19,1.75,0.851,20,3.45,1.849,20,10,3
1080,Ser una mosquita muerta,To be a dead fly,Persona de ánimo o genio apagado,Person of dull mood or temper,5.8,0.957,25,6.380952380952381,1.359,21,85.71428571428571,0.30434782608695654,23,2.7083333333333335,1.732,24,82.35294117647058,17,2.0454545454545454,1.327,22,2.8181818181818183,1.435,22,20,4
1081,Ser una tumba,To be a grave,Callar un secreto,To keep a secret,5.071428571428571,1.72,28,6.7368421052631575,0.933,19,100.0,0.5,22,3.3684210526315788,2.006,19,0.0,19,4.611111111111111,1.685,18,3.076923076923077,1.978,26,11,3
1082,Ser una victoria Pírrica,To be a Pyrrhic victory,Por muy poco y con mucho esfuerzo,For very little and with a lot of effort,1.2857142857142858,1.102,21,1.1333333333333333,0.516,15,0.0,0.09090909090909091,22,1.5714285714285714,1.134,7,5.263157894736842,19,4.4,0.548,5,3.5,3.536,2,21,4
1083,Ser uña y carne,To be fingernail and flesh,Estrecha amistad entre dos personas,Close friendship between two people,5.72,1.514,25,6.571428571428571,1.326,21,90.47619047619048,0.8260869565217391,23,3.5,2.167,24,83.33333333333334,18,6.5,0.802,22,4.136363636363637,1.424,22,12,4
1084,Siempre hay un roto para un descosido,There's always a broken for an untitched,Dos se unen por afinidad,Two people united by affinity,4.703703703703703,1.636,27,3.9523809523809526,2.559,21,14.285714285714285,0.391304347826087,23,3.1923076923076925,2.191,26,76.19047619047619,21,5.157894736842105,1.259,19,3.5,1.581,18,31,7
1085,Silbarle los oídos a alguien,The ears are whistling,Ser objeto de crítica,To be the object of criticism,3.3333333333333335,2.266,21,4.714285714285714,2.432,20,52.38095238095239,0.041666666666666664,24,5.222222222222222,2.157,18,43.47826086956522,23,3.2666666666666666,1.335,16,3.2916666666666665,1.829,24,24,5
1086,Sin comerlo ni beberlo,Without eating or drinking,Ocurre algo que no pretendíamos,Something happens that we did not intend,4.107142857142857,2.166,28,4.894736842105263,2.47,19,73.68421052631578,0.16666666666666666,24,4.7368421052631575,1.881,19,66.66666666666666,18,4.4,1.121,15,3.0,1.581,21,19,4
1087,Soltar amarras,Leave all ties behind,Romper con personas o situaciones anteriores,Breaking with previous people or situations,2.3181818181818183,1.81,22,1.8636363636363635,1.833,22,18.181818181818183,0.39285714285714285,28,5.363636363636363,1.963,11,0.0,19,4.666666666666667,0.651,12,4.818181818181818,1.471,11,13,2
1088,Soltarle cuatro frescas a alguien,To drop four fresh ones on someone,Decirle a alguien verdades,Telling someone the truth,3.25,2.289,24,4.578947368421052,1.865,19,84.21052631578947,0.42857142857142855,28,2.380952380952381,1.857,21,50.0,18,2.5,1.406,22,4.368421052631579,1.64,19,29,5
1089,Soltarse el pelo,Letting your hair down,Dejar de autocontrolarse,Stop self-control,4.761904761904762,1.64,21,6.0,1.188,18,100.0,0.38095238095238093,21,6.25,0.91,20,91.30434782608695,23,5.28,1.242,25,4.7,1.625,20,14,3
1090,Son habas contadas,They are counted beans,Esto es lo que hay,This is what it is,1.75,1.152,24,2.6842105263157894,2.286,19,0.0,0.20833333333333334,24,4.529411764705882,2.348,17,20.0,20,3.111111111111111,1.132,18,2.25,1.125,16,16,3
1091,Son los mismos perros con distinto collar,It's the same dogs with a different collar,Cambios sólo superficiales,Only superficial changes,3.0476190476190474,1.962,21,3.55,2.212,20,50.0,0.6666666666666666,21,4.636363636363637,2.083,22,52.63157894736842,19,2.0526315789473686,0.705,19,4.166666666666667,1.425,18,35,7
1092,Sonar a chino,It's Chinese sounding,No entender,Not understanding,5.68,1.574,25,6.523809523809524,1.365,21,85.71428571428571,0.9285714285714286,28,5.041666666666667,2.136,24,50.0,20,2.409090909090909,0.959,22,2.142857142857143,0.91,21,11,3
1093,Soñar despierto,Daydreaming,Ser fantasioso,Being fanciful,5.523809523809524,1.569,21,5.7,1.895,20,80.0,0.9565217391304348,23,4.565217391304348,2.212,23,52.38095238095239,21,4.809523809523809,1.537,21,3.9545454545454546,1.495,22,14,2
1094,Sorber el seso,Suck your brains out,Adoctrinar o ejercer influencia sobre alguien,Indoctrinating or influencing someone,2.5416666666666665,1.769,24,4.0,2.333,19,57.89473684210527,0.19047619047619047,21,2.8333333333333335,1.917,18,10.526315789473683,19,2.6,1.595,15,3.0,1.265,11,12,3
1095,Soy todo oídos,I'm all ears,Escuchar atentamente,Listening attentively,5.904761904761905,1.3,21,6.8,0.41,20,100.0,0.8928571428571429,28,3.391304347826087,1.948,23,43.47826086956522,23,5.761904761904762,1.3,21,4.181818181818182,1.918,22,12,3
1096,Subirse a la chepa,Climbing on the hump,"No respetar, aprovechar la bondad de alguien","Not respecting, taking advantage of someone's kindness",5.037037037037037,1.85,27,4.523809523809524,2.6,21,52.38095238095239,0.08695652173913043,23,5.16,2.035,25,5.405405405405405,19,2.210526315789474,0.787,19,3.6842105263157894,1.916,19,15,4
1097,Subirse a la parra,Climbing on the vine,Tomarse atribuciones que no le corresponden,To take on attributions that do not correspond to him/her,4.888888888888889,1.968,27,4.666666666666667,2.153,21,19.047619047619047,0.0,23,5.0,2.217,25,27.027027027027028,19,2.611111111111111,0.916,18,3.210526315789474,1.873,19,15,4
1098,Subirse a las barbas de alguien,Climbing on someone's beard,Perder el respeto a alguien,Losing respect for someone,3.533333333333333,2.209,30,4.523809523809524,2.228,21,42.857142857142854,0.13043478260869565,23,2.5,1.762,20,22.22222222222222,18,1.92,0.572,25,3.814814814814815,1.21,27,26,6
1099,Subirse al tren,Get on the train,Incorporarse a una actividad ya iniciada,To join an activity that has already begun,3.9047619047619047,2.022,21,4.714285714285714,2.513,20,52.38095238095239,0.5384615384615384,26,6.476190476190476,0.928,21,10.0,20,5.368421052631579,0.761,20,3.7083333333333335,1.922,24,13,3
1100,Subirse por las paredes,Climbing the walls,Estar muy irritado,Being very irritated,5.863636363636363,1.356,22,6.045454545454546,1.527,22,77.27272727272727,0.36,25,3.5555555555555554,2.007,18,70.0,20,2.68,1.52,25,4.888888888888889,1.888,27,20,4
1101,Sudar la gota gorda,Sweating big drops,Trabajar con fatiga,Working with fatigue,5.666666666666667,1.278,21,6.666666666666667,0.488,15,73.33333333333333,0.76,25,5.904761904761905,0.995,21,94.44444444444444,18,3.25,1.602,28,4.695652173913044,2.077,23,16,4
1102,Tapar agujeros,Plugging holes,Pagar deudas,Paying debts,4.523809523809524,1.887,21,6.0,1.464,15,80.0,0.28,25,6.190476190476191,1.504,21,42.10526315789473,19,3.857142857142857,1.145,28,2.789473684210526,1.782,19,13,2
1103,Tapar las vergüenzas,Covering up embarrassments,Ocultar los fallos o defectos,Hiding faults or defects,3.4074074074074074,1.575,27,4.0476190476190474,2.418,21,57.14285714285714,0.8636363636363636,22,2.7037037037037037,2.091,27,0.0,23,3.0,1.155,19,3.611111111111111,1.461,18,18,3
1104,Tender puentes,Bridging the gap,Posibilitar que dos o más acerquen posiciones,Making it possible for two or more to move closer together,2.5238095238095237,1.887,21,3.9047619047619047,2.773,20,57.14285714285714,0.2916666666666667,24,3.4444444444444446,2.307,18,5.0,20,5.7,1.059,11,3.5217391304347827,1.806,23,13,2
1105,Tender una mano,Reach out a hand,Socorrer,Help,5.32258064516129,1.579,31,6.476190476190476,1.365,21,95.23809523809523,0.8636363636363636,22,6.0,1.902,22,26.08695652173913,23,5.9,1.651,20,3.772727272727273,1.901,22,13,3
1106,Tener a alguien en el saco,To have someone in the sack,Conquistar la voluntad o el amor de alguien,Conquer someone's will or love,5.041666666666667,1.899,24,4.947368421052632,2.121,19,73.68421052631578,0.34782608695652173,23,4.666666666666667,2.198,21,5.263157894736842,19,5.222222222222222,1.281,27,4.25,1.713,20,21,6
1107,Tener agallas,To have guts,"Valentía, audacia","Courage, audacity",4.72,1.926,25,6.428571428571429,1.399,21,95.23809523809523,0.47619047619047616,21,3.4782608695652173,1.974,23,1.0309278350515463,19,6.190476190476191,0.873,21,5.619047619047619,1.161,21,12,2
1108,Tener algo a mano,To have something at hand,"Cerca, accesible","Close, accessible",5.8,1.508,20,6.0,1.376,20,90.0,0.9,30,6.086956521739131,1.379,23,17.647058823529413,17,5.055555555555555,0.802,18,2.08,1.525,25,14,4
1109,Tener algo en la punta de la lengua,To have something on the tip of one's tongue,No recordar algo que cree saberse,Not remembering something you think you know,6.380952380952381,0.669,21,6.65,0.745,20,90.0,0.5384615384615384,26,3.652173913043478,2.288,23,88.88888888888889,18,3.9523809523809526,1.071,21,4.590909090909091,1.968,22,28,8
1110,Tener algo entre ceja y ceja,To have something between eyebrow and eyebrow,Tener propósito fijo,To have fixed purpose,5.074074074074074,1.567,27,6.238095238095238,1.375,21,90.0,0.39285714285714285,28,5.481481481481482,1.74,27,41.17647058823529,17,4.045454545454546,1.046,22,4.2631578947368425,1.628,19,23,6
1111,Tener atragantado a alguien,To have someone choked,Alguien resulta antipático,Someone is disliked,3.857142857142857,2.104,21,6.055555555555555,1.626,18,94.44444444444444,0.34782608695652173,23,3.2,1.609,20,57.89473684210527,19,1.8461538461538463,0.784,26,3.7142857142857144,1.953,21,24,4
1112,Tener buen ojo,Having a good eye,Ser muy hábil ,To be very skillful ,5.75,1.41,20,5.9,0.968,20,100.0,0.5357142857142857,28,5.956521739130435,1.147,23,13.043478260869565,23,6.5,0.707,18,3.44,1.53,25,12,3
1113,Tener buen olfato,Having a good nose,Sagacidad para descubrir o entender algo,Shrewdness in discovering or understanding something,4.954545454545454,2.171,22,5.545454545454546,2.087,22,45.45454545454545,0.391304347826087,23,5.666666666666667,1.572,18,4.3478260869565215,23,5.8,0.816,25,4.538461538461538,1.838,26,15,3
1114,Tener buen pico,To have a good beak,Hablar con facilidad,Talking with ease,4.2,1.765,20,5.25,2.023,20,90.0,0.375,24,3.4782608695652173,1.831,23,0.0,19,4.9411764705882355,1.435,17,3.5217391304347827,1.78,23,13,3
1115,Tener cara dura,To have a hard face,Actuar con desvergüenza,Acting shamelessly,6.178571428571429,1.02,28,6.421052631578948,1.017,19,94.73684210526315,0.391304347826087,23,3.6842105263157894,1.974,19,65.0,20,1.894736842105263,0.994,19,3.1923076923076925,1.789,26,13,3
