mwe,frequency,length,type,idiomaticity_score,is_idiomatic,known_idiom
"no, papá",0,2,noun_phrase,0.400,False,False
¿en dónde,0,2,noun_phrase,0.400,False,False
¿qué deseas,0,2,noun_phrase,0.400,False,False
mire eso.,0,2,noun_phrase,0.400,False,False
¿y éste,0,2,noun_phrase,0.400,False,False
qué idiota,0,2,noun_phrase,0.400,False,False
otro día,0,2,noun_phrase,0.400,False,False
¿cuánto quieres,0,2,noun_phrase,0.400,False,False
mucho miedo,0,2,noun_phrase,0.400,False,False
"hola, preciosa.",0,2,noun_phrase,0.400,False,False
"no, yo",0,2,noun_phrase,0.400,False,False
¿con qué,0,2,noun_phrase,0.400,False,False
fuiste tú.,0,2,noun_phrase,0.400,False,False
¿sabías eso?,0,2,noun_phrase,0.400,False,False
el hospital,0,2,noun_phrase,0.400,False,False
la cama,0,2,noun_phrase,0.400,False,False
o algo,0,2,noun_phrase,0.400,False,False
qué día,0,2,noun_phrase,0.400,False,False
el niño,0,2,noun_phrase,0.400,False,False
el estilo,0,2,noun_phrase,0.400,False,False
su señoría,0,2,noun_phrase,0.400,False,False
"¡eh, eh!",0,2,noun_phrase,0.400,False,False
fue idea,0,2,noun_phrase,0.400,False,False
el coche,0,2,noun_phrase,0.400,False,False
¿qué miras,0,2,noun_phrase,0.400,False,False
no toques,0,2,noun_phrase,0.400,False,False
maldito idiota,0,2,noun_phrase,0.400,False,False
¿qué gente,0,2,noun_phrase,0.400,False,False
suena genial,0,2,noun_phrase,0.400,False,False
los ángeles,0,2,noun_phrase,0.400,False,False
una foto,0,2,noun_phrase,0.400,False,False
un favor,0,2,noun_phrase,0.400,False,False
¿la amas,0,2,noun_phrase,0.400,False,False
el viernes,0,2,noun_phrase,0.400,False,False
¿la encontraste,0,2,noun_phrase,0.400,False,False
mi héroe,0,2,noun_phrase,0.400,False,False
otro momento,0,2,noun_phrase,0.400,False,False
¡le di!,0,2,noun_phrase,0.400,False,False
una bomba,0,2,noun_phrase,0.400,False,False
¿adónde vais,0,2,noun_phrase,0.400,False,False
¡abran fuego!,0,2,noun_phrase,0.400,False,False
"entonces, ¿qué",0,2,noun_phrase,0.400,False,False
"sí, tú",0,2,noun_phrase,0.400,False,False
¿a donde,0,2,noun_phrase,0.400,False,False
¿un error,0,2,noun_phrase,0.400,False,False
heil hitler.,0,2,noun_phrase,0.400,False,False
estamos listos,0,2,noun_phrase,0.400,False,False
cierto modo,0,2,noun_phrase,0.400,False,False
"favor, siéntense",0,2,noun_phrase,0.400,False,False
el teléfono,0,2,noun_phrase,0.400,False,False
algunas veces,0,2,noun_phrase,0.400,False,False
sólo bromeo,0,2,noun_phrase,0.400,False,False
", sam",0,2,noun_phrase,0.400,False,False
", perdón",0,2,noun_phrase,0.400,False,False
cualquier momento,0,2,noun_phrase,0.400,False,False
nada especial,0,2,noun_phrase,0.400,False,False
del espíritu,0,2,noun_phrase,0.400,False,False
¿estas loco,0,2,noun_phrase,0.400,False,False
"hola, bob.",0,2,noun_phrase,0.400,False,False
¿qué cuentas,0,2,noun_phrase,0.400,False,False
el sol,0,2,noun_phrase,0.400,False,False
buena pinta,0,2,noun_phrase,0.400,False,False
no comprendes,0,2,noun_phrase,0.400,False,False
una disculpa,0,2,noun_phrase,0.400,False,False
5 minutos,0,2,noun_phrase,0.400,False,False
sólo yo,0,2,noun_phrase,0.400,False,False
ninguna forma,0,2,noun_phrase,0.400,False,False
"no, amigo",0,2,noun_phrase,0.400,False,False
"hey, chicos",0,2,noun_phrase,0.400,False,False
fue ella,0,2,noun_phrase,0.400,False,False
"sí, papá",0,2,noun_phrase,0.400,False,False
"vamos, john",0,2,noun_phrase,0.400,False,False
algún día,0,2,noun_phrase,0.400,False,False
sus armas,0,2,noun_phrase,0.400,False,False
nada serio,0,2,noun_phrase,0.400,False,False
¿lo conoces,0,2,noun_phrase,0.400,False,False
yo primero,0,2,noun_phrase,0.400,False,False
qué tal,0,2,noun_phrase,0.400,False,False
buen chico,0,2,noun_phrase,0.400,False,False
y usted,0,2,noun_phrase,0.400,False,False
¿qué decías,0,2,noun_phrase,0.400,False,False
la calma,0,2,noun_phrase,0.400,False,False
tres meses,0,2,noun_phrase,0.400,False,False
ahora regreso,0,2,noun_phrase,0.400,False,False
¿estás ciego,0,2,noun_phrase,0.400,False,False
el momento,0,2,noun_phrase,0.400,False,False
¿de verdad,0,2,noun_phrase,0.400,False,False
es papá,0,2,noun_phrase,0.400,False,False
la gente,0,2,noun_phrase,0.400,False,False
¿el qué,0,2,noun_phrase,0.400,False,False
no fumo,0,2,noun_phrase,0.400,False,False
", diablos",0,2,noun_phrase,0.400,False,False
es esta,0,2,noun_phrase,0.400,False,False
"hola, peter.",0,2,noun_phrase,0.400,False,False
un milagro,0,2,noun_phrase,0.400,False,False
¿no qué,0,2,noun_phrase,0.400,False,False
mi mujer,0,2,noun_phrase,0.400,False,False
la noche,0,2,noun_phrase,0.400,False,False
tú eliges.,0,2,noun_phrase,0.400,False,False
"sí, señoría",0,2,noun_phrase,0.400,False,False
ninguna parte,0,2,noun_phrase,0.400,False,False
¿sobre mí,0,2,noun_phrase,0.400,False,False
¿qué esperas,0,2,noun_phrase,0.400,False,False
tu día,0,2,noun_phrase,0.400,False,False
¿para mi,0,2,noun_phrase,0.400,False,False
estuviste genial,0,2,noun_phrase,0.400,False,False
ese hijo,0,2,noun_phrase,0.400,False,False
¿y nosotros,0,2,noun_phrase,0.400,False,False
el sr,0,2,noun_phrase,0.400,False,False
buen hombre,0,2,noun_phrase,0.400,False,False
el pánico,0,2,noun_phrase,0.400,False,False
mi papá,0,2,noun_phrase,0.400,False,False
es broma,0,2,noun_phrase,0.400,False,False
lamento oír,0,2,noun_phrase,0.400,False,False
tal vez.,0,2,noun_phrase,0.400,False,False
¿qué viste,0,2,noun_phrase,0.400,False,False
¿quieres café?,0,2,noun_phrase,0.400,False,False
dos segundos,0,2,noun_phrase,0.400,False,False
soy periodista,0,2,noun_phrase,0.400,False,False
¡todos fuera!,0,2,noun_phrase,0.400,False,False
tened cuidado.,0,2,noun_phrase,0.400,False,False
miren esto.,0,2,noun_phrase,0.400,False,False
", maría",0,2,noun_phrase,0.400,False,False
"hola, mary.",0,2,noun_phrase,0.400,False,False
¿quiénes sois?,0,2,noun_phrase,0.400,False,False
una cosa,0,2,noun_phrase,0.400,False,False
¿qué cosas,0,2,noun_phrase,0.400,False,False
", amiguito",0,2,noun_phrase,0.400,False,False
como desees,0,2,noun_phrase,0.400,False,False
¿recuerdas esto,0,2,noun_phrase,0.400,False,False
sus órdenes,0,2,noun_phrase,0.400,False,False
santo cielo,0,2,noun_phrase,0.400,False,False
qué maravilla,0,2,noun_phrase,0.400,False,False
hijo de...,0,2,noun_phrase,0.400,False,False
algo parecido,0,2,noun_phrase,0.400,False,False
ese hombre,0,2,noun_phrase,0.400,False,False
"ah, hola",0,2,noun_phrase,0.400,False,False
ningún lado,0,2,noun_phrase,0.400,False,False
", mierda",0,2,noun_phrase,0.400,False,False
tuve suerte.,0,2,noun_phrase,0.400,False,False
nada importante,0,2,noun_phrase,0.400,False,False
alerta roja,0,2,noun_phrase,0.400,False,False
"hola, nena.",0,2,noun_phrase,0.400,False,False
dos años,0,2,noun_phrase,0.400,False,False
otra ocasión,0,2,noun_phrase,0.400,False,False
¿tu hermana,0,2,noun_phrase,0.400,False,False
¿y ustedes,0,2,noun_phrase,0.400,False,False
maldito imbécil,0,2,noun_phrase,0.400,False,False
¿con él,0,2,noun_phrase,0.400,False,False
¿cómo estas,0,2,noun_phrase,0.400,False,False
un montón,0,2,noun_phrase,0.400,False,False
¿el baño,0,2,noun_phrase,0.400,False,False
permiso concedido,0,2,noun_phrase,0.400,False,False
10 minutos,0,2,noun_phrase,0.400,False,False
¿la ves,0,2,noun_phrase,0.400,False,False
todos ustedes,0,2,noun_phrase,0.400,False,False
buen provecho,0,2,noun_phrase,0.400,False,False
ponte esto,0,2,noun_phrase,0.400,False,False
ahí lo,0,2,noun_phrase,0.400,False,False
¿tu hermano,0,2,noun_phrase,0.400,False,False
el pico,0,2,noun_phrase,0.400,False,False
qué emoción,0,2,noun_phrase,0.400,False,False
qué mal,0,2,noun_phrase,0.400,False,False
sólo una,0,2,noun_phrase,0.400,False,False
mi novio,0,2,noun_phrase,0.400,False,False
que tú,0,2,noun_phrase,0.400,False,False
dos horas,0,2,noun_phrase,0.400,False,False
mi culpa,0,2,noun_phrase,0.400,False,False
esta canción,0,2,noun_phrase,0.400,False,False
¿estás celoso,0,2,noun_phrase,0.400,False,False
¿tienes familia,0,2,noun_phrase,0.400,False,False
¡oh mierda!,0,2,noun_phrase,0.400,False,False
algún problema,0,2,noun_phrase,0.400,False,False
¡qué vergüenza,0,2,noun_phrase,0.400,False,False
¿qué carajos,0,2,noun_phrase,0.400,False,False
la muerte,0,2,noun_phrase,0.400,False,False
sus apuestas,0,2,noun_phrase,0.400,False,False
¿los conoces,0,2,noun_phrase,0.400,False,False
"gracias, frank",0,2,noun_phrase,0.400,False,False
"tranquilo, tranquilo",0,2,noun_phrase,0.400,False,False
¿el fbi,0,2,noun_phrase,0.400,False,False
"hola, joe.",0,2,noun_phrase,0.400,False,False
jaque mate.,0,2,noun_phrase,0.400,False,False
"hola, max.",0,2,noun_phrase,0.400,False,False
un día,0,2,noun_phrase,0.400,False,False
¿como qué,0,2,noun_phrase,0.400,False,False
mazel tov.,0,2,noun_phrase,0.400,False,False
¿qué día,0,2,noun_phrase,0.400,False,False
mis hijos,0,2,noun_phrase,0.400,False,False
buenas tardes,0,2,noun_phrase,0.400,False,False
¿a ti,0,2,noun_phrase,0.400,False,False
¿y cuál,0,2,noun_phrase,0.400,False,False
un bebé,0,2,noun_phrase,0.400,False,False
iré yo.,0,2,noun_phrase,0.400,False,False
el jefe,0,2,noun_phrase,0.400,False,False
"no, señora",0,2,noun_phrase,0.400,False,False
"sí, capitán",0,2,noun_phrase,0.400,False,False
la mayoría,0,2,noun_phrase,0.400,False,False
este lugar,0,2,noun_phrase,0.400,False,False
es mía,0,2,noun_phrase,0.400,False,False
"gracias, jack",0,2,noun_phrase,0.400,False,False
la sesión,0,2,noun_phrase,0.400,False,False
iré contigo.,0,2,noun_phrase,0.400,False,False
qué locura,0,2,noun_phrase,0.400,False,False
tienes fiebre.,0,2,noun_phrase,0.400,False,False
qué diablos,0,2,noun_phrase,0.400,False,False
mi mensaje,0,2,noun_phrase,0.400,False,False
está conmigo,0,2,noun_phrase,0.400,False,False
cualquier cosa,0,2,noun_phrase,0.400,False,False
dos meses,0,2,noun_phrase,0.400,False,False
que movernos,0,2,noun_phrase,0.400,False,False
buen día,0,2,noun_phrase,0.400,False,False
estás preciosa,0,2,noun_phrase,0.400,False,False
¿qué aspecto,0,2,noun_phrase,0.400,False,False
un par,0,2,noun_phrase,0.400,False,False
¿una carta,0,2,noun_phrase,0.400,False,False
el juego,0,2,noun_phrase,0.400,False,False
debes irte,0,2,noun_phrase,0.400,False,False
deberías irte,0,2,noun_phrase,0.400,False,False
¿qué lees,0,2,noun_phrase,0.400,False,False
los otros,0,2,noun_phrase,0.400,False,False
"hola, steve.",0,2,noun_phrase,0.400,False,False
mi esposo,0,2,noun_phrase,0.400,False,False
su hermana,0,2,noun_phrase,0.400,False,False
la voz,0,2,noun_phrase,0.400,False,False
el sábado,0,2,noun_phrase,0.400,False,False
feliz navidad.,0,2,noun_phrase,0.400,False,False
otra opción,0,2,noun_phrase,0.400,False,False
tú sí.,0,2,noun_phrase,0.400,False,False
no entiendes,0,2,noun_phrase,0.400,False,False
"no, mamá",0,2,noun_phrase,0.400,False,False
mi trabajo,0,2,noun_phrase,0.400,False,False
su alteza,0,2,noun_phrase,0.400,False,False
estás genial,0,2,noun_phrase,0.400,False,False
oh dios.,0,2,noun_phrase,0.400,False,False
¿qué rayos,0,2,noun_phrase,0.400,False,False
dos minutos,0,2,noun_phrase,0.400,False,False
", muchacho",0,2,noun_phrase,0.400,False,False
la pared,0,2,noun_phrase,0.400,False,False
es navidad,0,2,noun_phrase,0.400,False,False
dese prisa.,0,2,noun_phrase,0.400,False,False
mi mamá,0,2,noun_phrase,0.400,False,False
qué sorpresa,0,2,noun_phrase,0.400,False,False
¿mi nombre,0,2,noun_phrase,0.400,False,False
qué coño,0,2,noun_phrase,0.400,False,False
mi señora,0,2,noun_phrase,0.400,False,False
"hola, charlie.",0,2,noun_phrase,0.400,False,False
no miento,0,2,noun_phrase,0.400,False,False
¿sobre qué,0,2,noun_phrase,0.400,False,False
¿qué mujer,0,2,noun_phrase,0.400,False,False
¿que cosa,0,2,noun_phrase,0.400,False,False
muchas cosas,0,2,noun_phrase,0.400,False,False
", chicos",0,2,noun_phrase,0.400,False,False
tampoco yo,0,2,noun_phrase,0.400,False,False
buen muchacho,0,2,noun_phrase,0.400,False,False
yo tambien,0,2,noun_phrase,0.400,False,False
¿ves eso,0,2,noun_phrase,0.400,False,False
es mamá,0,2,noun_phrase,0.400,False,False
date vuelta,0,2,noun_phrase,0.400,False,False
mi marido,0,2,noun_phrase,0.400,False,False
¿y ud.,0,2,noun_phrase,0.400,False,False
"no, ¿qué",0,2,noun_phrase,0.400,False,False
¡maldita perra!,0,2,noun_phrase,0.400,False,False
dios santo,0,2,noun_phrase,0.400,False,False
eres buena,0,2,noun_phrase,0.400,False,False
¿que quieres,0,2,noun_phrase,0.400,False,False
"sí, yo",0,2,noun_phrase,0.400,False,False
"vamos, charlie",0,2,noun_phrase,0.400,False,False
¿el que,0,2,noun_phrase,0.400,False,False
james bond.,0,2,noun_phrase,0.400,False,False
eso intento,0,2,noun_phrase,0.400,False,False
una idea,0,2,noun_phrase,0.400,False,False
"hola, johnny.",0,2,noun_phrase,0.400,False,False
media hora,0,2,noun_phrase,0.400,False,False
qué tierno,0,2,noun_phrase,0.400,False,False
dímelo tú.,0,2,noun_phrase,0.400,False,False
"sí, señora",0,2,noun_phrase,0.400,False,False
¿la qué,0,2,noun_phrase,0.400,False,False
mi espalda,0,2,noun_phrase,0.400,False,False
"si, yo",0,2,noun_phrase,0.400,False,False
el final,0,2,noun_phrase,0.400,False,False
mi hombre,0,2,noun_phrase,0.400,False,False
una lástima,0,2,noun_phrase,0.400,False,False
mis padres,0,2,noun_phrase,0.400,False,False
hacerte daño,0,2,noun_phrase,0.400,False,False
¿qué hora,0,2,noun_phrase,0.400,False,False
", hombre",0,2,noun_phrase,0.400,False,False
"oh, mira",0,2,noun_phrase,0.400,False,False
el auto,0,2,noun_phrase,0.400,False,False
", capitán",0,2,noun_phrase,0.400,False,False
el cuerpo,0,2,noun_phrase,0.400,False,False
dejame ver.,0,2,noun_phrase,0.400,False,False
¿y tu,0,2,noun_phrase,0.400,False,False
mirad esto.,0,2,noun_phrase,0.400,False,False
la cuenta,0,2,noun_phrase,0.400,False,False
el resto,0,2,noun_phrase,0.400,False,False
esta bien,0,2,noun_phrase,0.400,False,False
no llores,0,2,noun_phrase,0.400,False,False
¿la mataste,0,2,noun_phrase,0.400,False,False
todos juntos,0,2,noun_phrase,0.400,False,False
que asco,0,2,noun_phrase,0.400,False,False
¿tu crees,0,2,noun_phrase,0.400,False,False
date prisa,0,2,noun_phrase,0.400,False,False
¿hablas inglés,0,2,noun_phrase,0.400,False,False
qué lindo,0,2,noun_phrase,0.400,False,False
estoy contigo,0,2,noun_phrase,0.400,False,False
solo uno.,0,2,noun_phrase,0.400,False,False
yo... yo,0,2,noun_phrase,0.400,False,False
¿como estas,0,2,noun_phrase,0.400,False,False
número uno.,0,2,noun_phrase,0.400,False,False
¡maldita puta!,0,2,noun_phrase,0.400,False,False
las cosas,0,2,noun_phrase,0.400,False,False
mi nombre,0,2,noun_phrase,0.400,False,False
diez segundos,0,2,noun_phrase,0.400,False,False
las llaves,0,2,noun_phrase,0.400,False,False
que duermas,0,2,noun_phrase,0.400,False,False
qué gusto,0,2,noun_phrase,0.400,False,False
su hija,0,2,noun_phrase,0.400,False,False
esta mañana,0,2,noun_phrase,0.400,False,False
una diferencia,0,2,noun_phrase,0.400,False,False
esta muerto,0,2,noun_phrase,0.400,False,False
¿que hora,0,2,noun_phrase,0.400,False,False
no cambies,0,2,noun_phrase,0.400,False,False
la mitad,0,2,noun_phrase,0.400,False,False
¡dense prisa!,0,2,noun_phrase,0.400,False,False
el fuego,0,2,noun_phrase,0.400,False,False
sólo eso,0,2,noun_phrase,0.400,False,False
estos subtítulos,0,2,noun_phrase,0.400,False,False
yo solo,0,2,noun_phrase,0.400,False,False
un lado,0,2,noun_phrase,0.400,False,False
¿alguna vez,0,2,noun_phrase,0.400,False,False
feliz cumpleaños.,0,2,noun_phrase,0.400,False,False
no jodas,0,2,noun_phrase,0.400,False,False
¿por quién,0,2,noun_phrase,0.400,False,False
un plan,0,2,noun_phrase,0.400,False,False
¿lo conseguiste,0,2,noun_phrase,0.400,False,False
agárrate fuerte,0,2,noun_phrase,0.400,False,False
"no, cariño",0,2,noun_phrase,0.400,False,False
¿necesitan ayuda?,0,2,noun_phrase,0.400,False,False
soy abogado,0,2,noun_phrase,0.400,False,False
buen trabajo,0,2,noun_phrase,0.400,False,False
su padre,0,2,noun_phrase,0.400,False,False
¡qué noche,0,2,noun_phrase,0.400,False,False
"bien, vámonos",0,2,noun_phrase,0.400,False,False
dos veces,0,2,noun_phrase,0.400,False,False
", niños",0,2,noun_phrase,0.400,False,False
una serie,0,2,noun_phrase,0.400,False,False
su testigo,0,2,noun_phrase,0.400,False,False
malas noticias,0,2,noun_phrase,0.400,False,False
sus puestos,0,2,noun_phrase,0.400,False,False
la escuela,0,2,noun_phrase,0.400,False,False
"hola, tony.",0,2,noun_phrase,0.400,False,False
hola amigo.,0,2,noun_phrase,0.400,False,False
", eso",0,2,noun_phrase,0.400,False,False
qué desperdicio,0,2,noun_phrase,0.400,False,False
un fantasma,0,2,noun_phrase,0.400,False,False
ese mismo,0,2,noun_phrase,0.400,False,False
encontré esto,0,2,noun_phrase,0.400,False,False
la respuesta,0,2,noun_phrase,0.400,False,False
¿y esto,0,2,noun_phrase,0.400,False,False
"favor, dios",0,2,noun_phrase,0.400,False,False
"no, eso",0,2,noun_phrase,0.400,False,False
¿qué encontraste,0,2,noun_phrase,0.400,False,False
hijo mío.,0,2,noun_phrase,0.400,False,False
una sorpresa,0,2,noun_phrase,0.400,False,False
más preguntas,0,2,noun_phrase,0.400,False,False
", chico",0,2,noun_phrase,0.400,False,False
¿eso qué,0,2,noun_phrase,0.400,False,False
mi amigo,0,2,noun_phrase,0.400,False,False
tu trabajo,0,2,noun_phrase,0.400,False,False
¡maldito bastardo!,0,2,noun_phrase,0.400,False,False
esa chica,0,2,noun_phrase,0.400,False,False
¿un trago,0,2,noun_phrase,0.400,False,False
el lunes,0,2,noun_phrase,0.400,False,False
: ilse,0,2,noun_phrase,0.400,False,False
muchas veces,0,2,noun_phrase,0.400,False,False
cuento contigo.,0,2,noun_phrase,0.400,False,False
tus padres,0,2,noun_phrase,0.400,False,False
"hola, querido",0,2,noun_phrase,0.400,False,False
"hola, ben.",0,2,noun_phrase,0.400,False,False
¿la policía,0,2,noun_phrase,0.400,False,False
"hola, john.",0,2,noun_phrase,0.400,False,False
"hola, chris.",0,2,noun_phrase,0.400,False,False
qué mierda,0,2,noun_phrase,0.400,False,False
¿estás celosa,0,2,noun_phrase,0.400,False,False
¿para mí,0,2,noun_phrase,0.400,False,False
qué miedo,0,2,noun_phrase,0.400,False,False
sólo uno,0,2,noun_phrase,0.400,False,False
un gusto,0,2,noun_phrase,0.400,False,False
otra vez,0,2,noun_phrase,0.400,False,False
¿estás lista,0,2,noun_phrase,0.400,False,False
tu turno,0,2,noun_phrase,0.400,False,False
lo pillo,0,2,noun_phrase,0.400,False,False
¿qué paso,0,2,noun_phrase,0.400,False,False
¿eres policía?,0,2,noun_phrase,0.400,False,False
su atención,0,2,noun_phrase,0.400,False,False
una mierda,0,2,noun_phrase,0.400,False,False
ese tipo,0,2,noun_phrase,0.400,False,False
siete años,0,2,noun_phrase,0.400,False,False
todas formas,0,2,noun_phrase,0.400,False,False
qué encantador,0,2,noun_phrase,0.400,False,False
qué horror,0,2,noun_phrase,0.400,False,False
qué ridículo,0,2,noun_phrase,0.400,False,False
20 minutos,0,2,noun_phrase,0.400,False,False
un hijo,0,2,noun_phrase,0.400,False,False
una pesadilla,0,2,noun_phrase,0.400,False,False
mi casa,0,2,noun_phrase,0.400,False,False
qué coincidencia,0,2,noun_phrase,0.400,False,False
ningún sentido,0,2,noun_phrase,0.400,False,False
¿la viste,0,2,noun_phrase,0.400,False,False
esta vez,0,2,noun_phrase,0.400,False,False
llévame contigo.,0,2,noun_phrase,0.400,False,False
otra manera,0,2,noun_phrase,0.400,False,False
la puta,0,2,noun_phrase,0.400,False,False
eso apesta,0,2,noun_phrase,0.400,False,False
sabes eso,0,2,noun_phrase,0.400,False,False
¿y él,0,2,noun_phrase,0.400,False,False
"no, tío",0,2,noun_phrase,0.400,False,False
¿qué dinero,0,2,noun_phrase,0.400,False,False
y tú,0,2,noun_phrase,0.400,False,False
¿quién demonios,0,2,noun_phrase,0.400,False,False
"sí, mamá",0,2,noun_phrase,0.400,False,False
¿qué averiguaste,0,2,noun_phrase,0.400,False,False
una vuelta,0,2,noun_phrase,0.400,False,False
¿hasta cuándo,0,2,noun_phrase,0.400,False,False
ahí esta,0,2,noun_phrase,0.400,False,False
una amiga,0,2,noun_phrase,0.400,False,False
qué suerte,0,2,noun_phrase,0.400,False,False
¿qué hombre,0,2,noun_phrase,0.400,False,False
gran trabajo,0,2,noun_phrase,0.400,False,False
"¡hey, tú",0,2,noun_phrase,0.400,False,False
"sí, cariño",0,2,noun_phrase,0.400,False,False
¿lo reconoces,0,2,noun_phrase,0.400,False,False
"no, olvídalo",0,2,noun_phrase,0.400,False,False
la policía,0,2,noun_phrase,0.400,False,False
¿de mí,0,2,noun_phrase,0.400,False,False
mi bebé,0,2,noun_phrase,0.400,False,False
mi señor,0,2,noun_phrase,0.400,False,False
yo manejo.,0,2,noun_phrase,0.400,False,False
qué sentido,0,2,noun_phrase,0.400,False,False
el mismo,0,2,noun_phrase,0.400,False,False
¡rompan filas!,0,2,noun_phrase,0.400,False,False
"sí, sargento",0,2,noun_phrase,0.400,False,False
una locura,0,2,noun_phrase,0.400,False,False
¡al piso,0,2,noun_phrase,0.400,False,False
ni uno,0,2,noun_phrase,0.400,False,False
¿una qué,0,2,noun_phrase,0.400,False,False
la tierra,0,2,noun_phrase,0.400,False,False
pues yo,0,2,noun_phrase,0.400,False,False
"favor, papá",0,2,noun_phrase,0.400,False,False
", maldición",0,2,noun_phrase,0.400,False,False
on line,0,2,noun_phrase,0.400,False,False
no todo,0,2,noun_phrase,0.400,False,False
mucho dinero,0,2,noun_phrase,0.400,False,False
"vamos, jack",0,2,noun_phrase,0.400,False,False
"acuerdo, gracias",0,2,noun_phrase,0.400,False,False
¡mi pierna,0,2,noun_phrase,0.400,False,False
un café,0,2,noun_phrase,0.400,False,False
"oh, mi...",0,2,noun_phrase,0.400,False,False
", mike",0,2,noun_phrase,0.400,False,False
es tuyo,0,2,noun_phrase,0.400,False,False
su ayuda,0,2,noun_phrase,0.400,False,False
lo aprecio,0,2,noun_phrase,0.400,False,False
excelente trabajo,0,2,noun_phrase,0.400,False,False
¿qué cosa,0,2,noun_phrase,0.400,False,False
qué demonios,0,2,noun_phrase,0.400,False,False
¡mi mano,0,2,noun_phrase,0.400,False,False
tú eres...,0,2,noun_phrase,0.400,False,False
seis meses,0,2,noun_phrase,0.400,False,False
¿mi qué,0,2,noun_phrase,0.400,False,False
un segundo,0,2,noun_phrase,0.400,False,False
mi hermana,0,2,noun_phrase,0.400,False,False
la izquierda,0,2,noun_phrase,0.400,False,False
¿qué harías,0,2,noun_phrase,0.400,False,False
¿estás sola?,0,2,noun_phrase,0.400,False,False
"sí, amigo",0,2,noun_phrase,0.400,False,False
diez años,0,2,noun_phrase,0.400,False,False
algo malo,0,2,noun_phrase,0.400,False,False
tres semanas,0,2,noun_phrase,0.400,False,False
qué desastre,0,2,noun_phrase,0.400,False,False
esa mirada,0,2,noun_phrase,0.400,False,False
es nuestro,0,2,noun_phrase,0.400,False,False
un chico,0,2,noun_phrase,0.400,False,False
tu hermano,0,2,noun_phrase,0.400,False,False
su esposa,0,2,noun_phrase,0.400,False,False
¡qué barbaridad,0,2,noun_phrase,0.400,False,False
"ah, eso",0,2,noun_phrase,0.400,False,False
", calma",0,2,noun_phrase,0.400,False,False
un monstruo,0,2,noun_phrase,0.400,False,False
", papá",0,2,noun_phrase,0.400,False,False
porque yo,0,2,noun_phrase,0.400,False,False
un poquito,0,2,noun_phrase,0.400,False,False
la veo,0,2,noun_phrase,0.400,False,False
llegas temprano,0,2,noun_phrase,0.400,False,False
un dólar,0,2,noun_phrase,0.400,False,False
estás equivocada.,0,2,noun_phrase,0.400,False,False
¡qué alegría,0,2,noun_phrase,0.400,False,False
ni idea,0,2,noun_phrase,0.400,False,False
seis años,0,2,noun_phrase,0.400,False,False
tenías razón.,0,2,noun_phrase,0.400,False,False
"hola, hola,",0,2,noun_phrase,0.400,False,False
cada día,0,2,noun_phrase,0.400,False,False
¿que diablos,0,2,noun_phrase,0.400,False,False
señor presidente,0,2,noun_phrase,0.400,False,False
todas partes,0,2,noun_phrase,0.400,False,False
buen punto,0,2,noun_phrase,0.400,False,False
su permiso,0,2,noun_phrase,0.400,False,False
la quiero,0,2,noun_phrase,0.400,False,False
", abuelo",0,2,noun_phrase,0.400,False,False
un ganador,0,2,noun_phrase,0.400,False,False
¿estas loca,0,2,noun_phrase,0.400,False,False
"gracias, charlie",0,2,noun_phrase,0.400,False,False
¿y ella,0,2,noun_phrase,0.400,False,False
"favor, mamá",0,2,noun_phrase,0.400,False,False
qué extraño,0,2,noun_phrase,0.400,False,False
este hombre,0,2,noun_phrase,0.400,False,False
", cariño",0,2,noun_phrase,0.400,False,False
", dios",0,2,noun_phrase,0.400,False,False
la orden,0,2,noun_phrase,0.400,False,False
", gracias",0,2,noun_phrase,0.400,False,False
"gracias, querida",0,2,noun_phrase,0.400,False,False
", doctor",0,2,noun_phrase,0.400,False,False
"hola, harry.",0,2,noun_phrase,0.400,False,False
mantenme informado,0,2,noun_phrase,0.400,False,False
mucho tiempo,0,2,noun_phrase,0.400,False,False
este tipo,0,2,noun_phrase,0.400,False,False
lee esto.,0,2,noun_phrase,0.400,False,False
"no, nada",0,2,noun_phrase,0.400,False,False
¿lo harías,0,2,noun_phrase,0.400,False,False
y gracias,0,2,noun_phrase,0.400,False,False
¿la quieres,0,2,noun_phrase,0.400,False,False
¿un café,0,2,noun_phrase,0.400,False,False
buen viaje,0,2,noun_phrase,0.400,False,False
"no, mira",0,2,noun_phrase,0.400,False,False
la vida,0,2,noun_phrase,0.400,False,False
¿desde cuándo,0,2,noun_phrase,0.400,False,False
¿qué hacías,0,2,noun_phrase,0.400,False,False
un tiempo,0,2,noun_phrase,0.400,False,False
"hola, señora.",0,2,noun_phrase,0.400,False,False
¿qué sugieres,0,2,noun_phrase,0.400,False,False
su salud,0,2,noun_phrase,0.400,False,False
sé amable.,0,2,noun_phrase,0.400,False,False
es hora,0,2,noun_phrase,0.400,False,False
su excelencia,0,2,noun_phrase,0.400,False,False
amigo mío.,0,2,noun_phrase,0.400,False,False
eso seguro,0,2,noun_phrase,0.400,False,False
déjame sola,0,2,noun_phrase,0.400,False,False
un minuto,0,2,noun_phrase,0.400,False,False
muchísimas gracias.,0,2,noun_phrase,0.400,False,False
mi vista,0,2,noun_phrase,0.400,False,False
su nombre,0,2,noun_phrase,0.400,False,False
", ¿cómo",0,2,noun_phrase,0.400,False,False
¿alguna noticia,0,2,noun_phrase,0.400,False,False
